device_name,manufacturer,network_type,scrb_type,scrb_type_name,plan_id,plan_name,plan_category,plan_monthly_fee,public_support_fee,additional_support_fee,total_support_fee,release_price,date,crawled_at
"갤럭시 S23 5G
512G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,600000,90000,690000,1276000,2024.08.01,2025-06-08 22:48:38
"갤럭시 Z 플립6
256G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,600000,90000,690000,1485000,2024.10.25,2025-06-08 22:48:38
"갤럭시 Z 플립6
512G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,600000,90000,690000,1643400,2024.10.25,2025-06-08 22:48:39
"갤럭시 Z 플립6
512G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,600000,90000,690000,1643400,2024.10.25,2025-06-08 22:48:39
"갤럭시 S23 5G
256G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,600000,90000,690000,1155000,2024.08.01,2025-06-08 22:48:39
"갤럭시 Z 플립5 5G
512G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,600000,90000,690000,1421200,2025.01.15,2025-06-08 22:48:39
"갤럭시 Z 폴드6
1T",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,530000,79500,609500,2704900,2024.08.08,2025-06-08 22:48:40
"iPhone 16
512G",애플,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,450000,67500,517500,1694000,2024.11.14,2025-06-08 22:48:40
"갤럭시 S23 5G
512G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,600000,90000,690000,1276000,2024.08.01,2025-06-08 22:48:40
"갤럭시 S24+ 5G
256G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,530000,79500,609500,1353000,2024.05.03,2025-06-08 22:48:40
"iPhone 16
256G",애플,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,450000,67500,517500,1397000,2024.11.14,2025-06-08 22:48:40
"갤럭시 Z 플립6
256G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,600000,90000,690000,1485000,2024.10.25,2025-06-08 22:48:40
"갤럭시 S24 FE
256G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,530000,79500,609500,946000,2024.11.01,2025-06-08 22:48:40
"iPhone 15
128G",애플,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,420000,63000,483000,1243000,2023.10.13,2025-06-08 22:48:40
"갤럭시 Z 폴드6
512G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,530000,79500,609500,2388100,2024.08.08,2025-06-08 22:48:40
"갤럭시 Z 플립6
512G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,600000,90000,690000,1643400,2024.10.25,2025-06-08 22:48:40
"iPhone 15
256G",애플,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,420000,63000,483000,1397000,2023.10.13,2025-06-08 22:48:40
"갤럭시 Z 폴드6
256G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,530000,79500,609500,2229700,2024.08.08,2025-06-08 22:48:40
"갤럭시 Z 플립6
512G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,600000,90000,690000,1643400,2024.10.25,2025-06-08 22:48:40
"갤럭시 S23 5G
256G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,600000,90000,690000,1155000,2024.08.01,2025-06-08 22:48:40
"iPhone 15
512G",애플,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,420000,63000,483000,1694000,2023.10.13,2025-06-08 22:48:40
"갤럭시 S24 FE
256G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,530000,79500,609500,946000,2024.11.01,2025-06-08 22:48:40
"갤럭시 퀀텀5
128G",삼성,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,357000,53500,410500,618200,2024.08.23,2025-06-08 22:48:40
"갤럭시 S24 FE
256G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,530000,79500,609500,946000,2024.11.01,2025-06-08 22:48:40
"갤럭시 Z 플립5 5G
512G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,600000,90000,690000,1421200,2025.01.15,2025-06-08 22:48:40
"갤럭시 퀀텀5
128G",삼성,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,357000,53500,410500,618200,2024.08.23,2025-06-08 22:48:41
"갤럭시 S24 5G
512G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,530000,79500,609500,1298000,2024.09.06,2025-06-08 22:48:41
"갤럭시 Z 폴드6
512G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,530000,79500,609500,2388100,2024.08.08,2025-06-08 22:48:41
"갤럭시 퀀텀5
128G",삼성,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,357000,53500,410500,618200,2024.08.23,2025-06-08 22:48:41
"갤럭시 S24 울트라 5G
512G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,530000,79500,609500,1841400,2024.05.03,2025-06-08 22:48:41
"갤럭시 S24 FE
256G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,530000,79500,609500,946000,2024.11.01,2025-06-08 22:48:41
"갤럭시 Z 폴드5 5G
256G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,530000,79500,609500,2097700,2024.10.25,2025-06-08 22:48:41
"갤럭시 와이드7
128G",삼성,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,293400,44000,337400,374000,2025.04.02,2025-06-08 22:48:41
"갤럭시 S24 FE
256G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,530000,79500,609500,946000,2024.11.01,2025-06-08 22:48:41
"갤럭시 와이드7
128G",삼성,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,293400,44000,337400,374000,2025.04.02,2025-06-08 22:48:41
"갤럭시 S24 FE
256G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,530000,79500,609500,946000,2024.11.01,2025-06-08 22:48:41
"갤럭시 S24 FE
256G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,530000,79500,609500,946000,2024.11.01,2025-06-08 22:48:41
"갤럭시 와이드7
128G",삼성,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,293400,44000,337400,374000,2025.04.02,2025-06-08 22:48:41
"갤럭시 S24 울트라 5G
512G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,530000,79500,609500,1841400,2024.05.03,2025-06-08 22:48:41
"갤럭시 Z 폴드6
512G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,530000,79500,609500,2388100,2024.08.08,2025-06-08 22:48:41
"iPhone 16 Plus
512G",애플,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,220000,33000,253000,1793000,2024.09.13,2025-06-08 22:48:41
"갤럭시 S24 울트라 5G
256G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,530000,79500,609500,1698400,2024.05.03,2025-06-08 22:48:41
"갤럭시 S24+ 5G
512G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,530000,79500,609500,1496000,2024.05.03,2025-06-08 22:48:41
"갤럭시 S24 FE
256G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,530000,79500,609500,946000,2024.11.01,2025-06-08 22:48:41
"iPhone 16 Plus
256G",애플,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,220000,33000,253000,1496000,2024.09.13,2025-06-08 22:48:41
"갤럭시 S24 5G
256G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,530000,79500,609500,1155000,2024.09.06,2025-06-08 22:48:41
"갤럭시 S24+ 5G
512G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,530000,79500,609500,1496000,2024.05.03,2025-06-08 22:48:42
"iPhone 16 Plus
128G",애플,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,220000,33000,253000,1342000,2024.09.13,2025-06-08 22:48:42
"갤럭시 S24 5G
256G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,530000,79500,609500,1155000,2024.09.06,2025-06-08 22:48:43
"갤럭시 A35 5G
128G",삼성,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,170000,25500,195500,499400,2024.06.21,2025-06-08 22:48:43
"갤럭시 A35 5G
128G",삼성,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,170000,25500,195500,499400,2024.06.21,2025-06-08 22:48:44
"갤럭시 S24+ 5G
256G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,530000,79500,609500,1353000,2024.05.03,2025-06-08 22:48:44
"갤럭시 Z 폴드5 5G
512G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,530000,79500,609500,2218700,2024.10.25,2025-06-08 22:48:44
"갤럭시 A25 5G
128G",삼성,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,170000,25500,195500,449900,2024.01.05,2025-06-08 22:48:44
"갤럭시 Z 폴드5 5G
512G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,530000,79500,609500,2218700,2024.10.25,2025-06-08 22:48:44
"갤럭시 Z 폴드5 5G
256G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,530000,79500,609500,2097700,2024.10.25,2025-06-08 22:48:44
"갤럭시 A25 5G
128G",삼성,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,170000,25500,195500,449900,2024.01.05,2025-06-08 22:48:44
"갤럭시 A24
128G",삼성,4G/LTE,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,293400,44000,337400,396000,2024.03.19,2025-06-08 22:48:44
"갤럭시 Z 폴드6
256G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,530000,79500,609500,2229700,2024.08.08,2025-06-08 22:48:44
"갤럭시 S23 울트라 5G
256G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,500000,75000,575000,1599400,2023.09.15,2025-06-08 22:48:45
"갤럭시 A25 5G
128G",삼성,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,170000,25500,195500,449900,2024.01.05,2025-06-08 22:48:45
"홍미노트 13
256G",기타,4G/LTE,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,259000,38800,297800,299200,2024.03.21,2025-06-08 22:48:45
"갤럭시 S24 울트라 5G
256G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,530000,79500,609500,1698400,2024.05.03,2025-06-08 22:48:45
"갤럭시 S23+ 5G
256G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,500000,75000,575000,1353000,2023.09.15,2025-06-08 22:48:45
"갤럭시 A35 5G
128G",삼성,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,170000,25500,195500,499400,2024.06.21,2025-06-08 22:48:45
"갤럭시 S24 5G
512G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,530000,79500,609500,1298000,2024.09.06,2025-06-08 22:48:45
"홍미노트 13
256G",기타,4G/LTE,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,259000,38800,297800,299200,2024.03.21,2025-06-08 22:48:45
"홍미노트 13
256G",기타,4G/LTE,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,259000,38800,297800,299200,2024.03.21,2025-06-08 22:48:45
"갤럭시 Z 폴드6
256G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,530000,79500,609500,2229700,2024.08.08,2025-06-08 22:48:45
"갤럭시 S23 울트라 5G
512G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,500000,75000,575000,1720400,2023.09.01,2025-06-08 22:48:45
"갤럭시 A15
128G",삼성,4G/LTE,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,226500,33900,260400,319000,2024.03.18,2025-06-08 22:48:45
"갤럭시 S25 엣지
512G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,500000,75000,575000,1639000,2025.06.05,2025-06-08 22:48:45
"갤럭시 A15
128G",삼성,4G/LTE,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,226500,33900,260400,319000,2024.03.18,2025-06-08 22:48:45
"갤럭시 S23+ 5G
512G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,500000,75000,575000,1474000,2023.09.01,2025-06-08 22:48:45
"갤럭시 A15
128G",삼성,4G/LTE,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,226500,33900,260400,319000,2024.03.18,2025-06-08 22:48:45
"갤럭시 S23 울트라 5G
256G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,500000,75000,575000,1599400,2023.09.15,2025-06-08 22:48:45
"갤럭시 A16
128G",삼성,4G/LTE,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,130000,19500,149500,319000,2024.11.29,2025-06-08 22:48:45
"갤럭시 S25 엣지
256G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,500000,75000,575000,1496000,2025.06.05,2025-06-08 22:48:45
"갤럭시 A16
128G",삼성,4G/LTE,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,130000,19500,149500,319000,2024.11.29,2025-06-08 22:48:45
"갤럭시 S23+ 5G
256G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,500000,75000,575000,1353000,2023.09.15,2025-06-08 22:48:45
"갤럭시 A16
128G",삼성,4G/LTE,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,130000,19500,149500,319000,2024.11.29,2025-06-08 22:48:45
"iPhone 15 Pro
256G",애플,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,470000,70500,540500,1694000,2024.01.05,2025-06-08 22:48:45
"iPhone 15 Pro
1T",애플,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,470000,70500,540500,2299000,2024.01.05,2025-06-08 22:48:45
"홍미노트 12 프로 (8GB RAM)
256G",기타,4G/LTE,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,128000,19200,147200,349800,2023.05.04,2025-06-08 22:48:46
"iPhone 15 Pro Max
256G",애플,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,470000,70500,540500,1892000,2024.01.05,2025-06-08 22:48:46
"홍미노트 12 프로 (6GB RAM)
128G",기타,4G/LTE,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,128000,19200,147200,299200,2023.05.04,2025-06-08 22:48:46
"iPhone 15 Pro
128G",애플,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,470000,70500,540500,1540000,2024.01.05,2025-06-08 22:48:46
"홍미 14C (4GB RAM)
128G",기타,4G/LTE,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,125000,18700,143700,149600,2024.10.18,2025-06-08 22:48:46
"iPhone 15 Pro
512G",애플,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,470000,70500,540500,1991000,2024.01.05,2025-06-08 22:48:46
"홍미 14C (4GB RAM)
128G",기타,4G/LTE,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,125000,18700,143700,149600,2024.10.18,2025-06-08 22:48:46
"iPhone 15 Pro Max
512G",애플,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,470000,70500,540500,2200000,2024.01.05,2025-06-08 22:48:46
"스타일 폴더2
32G",기타,4G/LTE,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,123000,18400,141400,237600,2025.01.24,2025-06-08 22:48:46
"iPhone 15 Pro Max
1T",애플,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,470000,70500,540500,2497000,2024.01.05,2025-06-08 22:48:46
"스타일 폴더
32G",기타,4G/LTE,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,123000,18400,141400,237600,2022.12.09,2025-06-08 22:48:46
"iPhone 16
128G",애플,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,450000,67500,517500,1243000,2024.11.14,2025-06-08 22:48:46
"스타일 폴더2
32G",기타,4G/LTE,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,123000,18400,141400,237600,2025.01.24,2025-06-08 22:48:46
"갤럭시 퀀텀4
128G",삼성,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,450000,67500,517500,618200,2024.04.03,2025-06-08 22:48:46
"스타일 폴더
32G",기타,4G/LTE,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,123000,18400,141400,237600,2022.12.09,2025-06-08 22:48:46
"갤럭시 Z 폴드6
256G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,500000,75000,575000,2229700,2024.08.08,2025-06-08 22:48:46
"iPhone 16e
512G",애플,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,128000,19200,147200,1430000,2025.02.21,2025-06-08 22:48:47
"갤럭시 Z 폴드6
1T",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,500000,75000,575000,2704900,2024.08.08,2025-06-08 22:48:47
"iPhone 16e
256G",애플,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,128000,19200,147200,1133000,2025.02.21,2025-06-08 22:48:47
"갤럭시 Z 폴드6
512G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,500000,75000,575000,2388100,2024.08.08,2025-06-08 22:48:47
"갤럭시 Z 폴드6
256G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,500000,75000,575000,2229700,2024.08.08,2025-06-08 22:48:47
"iPhone 15 Plus
512G",애플,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,128000,19200,147200,1793000,2023.10.13,2025-06-08 22:48:47
"iPhone 15 Plus
128G",애플,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,128000,19200,147200,1342000,2023.10.13,2025-06-08 22:48:47
"갤럭시 S23+ 5G
512G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,500000,75000,575000,1474000,2023.09.01,2025-06-08 22:48:47
"갤럭시 S25 엣지
512G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,500000,75000,575000,1639000,2025.06.05,2025-06-08 22:48:48
"iPhone 16e
128G",애플,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,128000,19200,147200,990000,2025.02.21,2025-06-08 22:48:48
"갤럭시 S25 엣지
256G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,500000,75000,575000,1496000,2025.06.05,2025-06-08 22:48:48
"iPhone 15 Plus
256G",애플,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,128000,19200,147200,1496000,2023.10.13,2025-06-08 22:48:48
"iPhone 16
512G",애플,5G,31,기기변경,NA00009099,5GX 플래티넘(스마트기기),#5G 5GX플랜,125000,450000,67500,517500,1694000,2024.11.14,2025-06-08 22:48:48
"갤럭시 Z 폴드6
512G",삼성,5G,31,기기변경,NA00009100,5GX 프리미엄(스마트기기),#5G 5GX플랜,109000,500000,75000,575000,2388100,2024.08.08,2025-06-08 22:48:48
"홍미노트 14 프로 5G
256G",기타,5G,31,기기변경,NA00009121,5GX 프리미엄(유튜브 프리미엄),#5G 5GX플랜,109000,125000,18700,143700,399300,2025.01.22,2025-06-08 22:48:49
